LINK_MODEL_BASED::PROCESSED::Left Knee Angles_filtered
File	Frame	X 	Y 	Z 
 - 	354	10.454499	1.126152	-7.475971
 - 	355	10.293703	1.680614	-7.728820
 - 	356	11.914444	2.103740	-7.211563
 - 	357	14.694916	2.306217	-5.868545
 - 	358	18.040979	2.396078	-4.329947
 - 	359	21.696217	2.666560	-3.406094
 - 	360	25.722290	3.420262	-3.417644
 - 	361	30.140331	4.709553	-4.042480
 - 	362	34.597332	6.164283	-4.594139
 - 	363	38.403774	7.116921	-4.367105
 - 	364	40.895203	7.085260	-3.031384
 - 	365	41.780846	6.247150	-0.999016
 - 	366	41.219299	5.357827	0.693765
 - 	367	39.626450	5.104314	1.151632
 - 	368	37.418903	5.547299	0.377036
 - 	369	34.886864	6.184054	-0.788617
 - 	370	32.199932	6.488692	-1.519152
 - 	371	29.435257	6.348391	-1.755890
 - 	372	26.613251	6.001827	-2.046368
 - 	373	23.780489	5.673367	-2.736945
 - 	374	21.072533	5.382274	-3.535729
 - 	375	18.674433	5.053704	-3.860814
 - 	376	16.741497	4.663221	-3.411113
 - 	377	15.389562	4.229439	-2.367751
 - 	378	14.740182	3.738854	-1.223654
 - 	379	14.930223	3.136046	-0.491845
 - 	380	16.067425	2.391570	-0.453916
 - 	381	18.192251	1.578077	-1.098495
 - 	382	21.288235	0.873543	-2.283848
 - 	383	25.313438	0.454385	-3.862142
 - 	384	30.190269	0.375130	-5.608777
 - 	385	35.747391	0.594478	-7.202724
 - 	386	41.698677	1.100298	-8.377811
 - 	387	47.721214	1.900627	-8.991905
 - 	388	53.566154	2.876311	-8.953142
 - 	389	59.096638	3.773718	-8.260256
 - 	390	64.253471	4.413682	-7.164662
 - 	391	69.029160	4.829440	-6.120523
 - 	392	73.467751	5.135689	-5.427787
 - 	393	77.623055	5.325634	-4.968248
 - 	394	81.454224	5.292408	-4.397040
 - 	395	84.753204	5.042274	-3.569210
 - 	396	87.204956	4.784436	-2.687688
 - 	397	88.549072	4.749125	-2.058465
 - 	398	88.698898	4.959736	-1.816738
 - 	399	87.722633	5.229292	-1.919738
 - 	400	85.738708	5.345616	-2.302707
 - 	401	82.838356	5.221468	-2.947879
 - 	402	79.078293	4.895339	-3.833164
 - 	403	74.511917	4.429339	-4.895782
