Rubro economico,Subrubro economico,Actividad economica
K - Actividades financieras y de seguros,"661 - Actividades auxiliares de servicios financieros, excepto las de seguros y fondos de pensiones",661201 - Actividades de securitizadoras
K - Actividades financieras y de seguros,"661 - Actividades auxiliares de servicios financieros, excepto las de seguros y fondos de pensiones",661100 - Administración de mercados financieros
K - Actividades financieras y de seguros,"661 - Actividades auxiliares de servicios financieros, excepto las de seguros y fondos de pensiones",661909 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.
K - Actividades financieras y de seguros,"661 - Actividades auxiliares de servicios financieros, excepto las de seguros y fondos de pensiones",661904 - Actividades de clasificadoras de riesgo
K - Actividades financieras y de seguros,"661 - Actividades auxiliares de servicios financieros, excepto las de seguros y fondos de pensiones",661903 - Empresas de asesoría y consultoría en inversión financiera; sociedades de apoyo al giro
K - Actividades financieras y de seguros,"661 - Actividades auxiliares de servicios financieros, excepto las de seguros y fondos de pensiones",661902 - Administración de tarjetas de crédito
K - Actividades financieras y de seguros,"661 - Actividades auxiliares de servicios financieros, excepto las de seguros y fondos de pensiones",661901 - Actividades de cámaras de compensación
K - Actividades financieras y de seguros,662 - Actividades auxiliares de las actividades de seguros y fondos de pensiones,662200 - Actividades de agentes y corredores de seguros
K - Actividades financieras y de seguros,662 - Actividades auxiliares de las actividades de seguros y fondos de pensiones,662100 - Evaluación de riesgos y daños (incluye actividades de liquidadores de seguros)
K - Actividades financieras y de seguros,662 - Actividades auxiliares de las actividades de seguros y fondos de pensiones,662900 - Otras actividades auxiliares de las actividades de seguros y fondos de pensiones
K - Actividades financieras y de seguros,663 - Actividades de gestión de fondos,663099 - Administradoras de fondos para otros fines n.c.p.
K - Actividades financieras y de seguros,663 - Actividades de gestión de fondos,663091 - Administradoras de fondos de inversión
K - Actividades financieras y de seguros,663 - Actividades de gestión de fondos,663010 - Administradoras de fondos de pensiones (AFP)
K - Actividades financieras y de seguros,663 - Actividades de gestión de fondos,663093 - Administradoras de fices (fondos de inversión de capital extranjero)
K - Actividades financieras y de seguros,663 - Actividades de gestión de fondos,663092 - Administradoras de fondos mutuos
K - Actividades financieras y de seguros,663 - Actividades de gestión de fondos,663094 - Administradoras de fondos para la vivienda
L - Actividades inmobiliarias,681 - Actividades inmobiliarias realizadas con bienes propios o arrendados,"681012 - Compra, venta y alquiler (excepto amoblados) de inmuebles"
L - Actividades inmobiliarias,681 - Actividades inmobiliarias realizadas con bienes propios o arrendados,681020 - Servicios imputados de alquiler de viviendas
L - Actividades inmobiliarias,681 - Actividades inmobiliarias realizadas con bienes propios o arrendados,681011 - Alquiler de bienes inmuebles amoblados o con equipos y maquinarias
L - Actividades inmobiliarias,682 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,682000 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
"M - Actividades profesionales, científicas y técnicas",691 - Actividades jurídicas,691003 - Conservador de bienes raíces
"M - Actividades profesionales, científicas y técnicas",691 - Actividades jurídicas,691002 - Servicio notarial
"M - Actividades profesionales, científicas y técnicas",691 - Actividades jurídicas,691009 - Servicios de arbitraje; síndicos de quiebra y peritos judiciales; otras actividades jurídicas n.c.p.
"M - Actividades profesionales, científicas y técnicas",691 - Actividades jurídicas,691001 - Servicios de asesoramiento y representación jurídica
"M - Actividades profesionales, científicas y técnicas",691 - Actividades jurídicas,691004 - Receptores judiciales
"M - Actividades profesionales, científicas y técnicas","692 - Actividades de contabilidad, teneduría de libros y auditoria; consultoría fiscal","692000 - Actividades de contabilidad, teneduría de libros y auditoría; consultoría fiscal"
"M - Actividades profesionales, científicas y técnicas",701 - Actividades de oficinas principales,701000 - Actividades de oficinas principales
"M - Actividades profesionales, científicas y técnicas",702 - Actividades de consultoría de gestión,702000 - Actividades de consultoría de gestión
"M - Actividades profesionales, científicas y técnicas",711 - Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica,"711001 - Servicios de arquitectura (diseño de edificios, dibujo de planos de construcción, entre otros)"
"M - Actividades profesionales, científicas y técnicas",711 - Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica,711002 - Empresas de servicios de ingeniería y actividades conexas de consultoría técnica
"M - Actividades profesionales, científicas y técnicas",711 - Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica,711003 - Servicios profesionales de ingeniería y actividades conexas de consultoría técnica
"M - Actividades profesionales, científicas y técnicas",712 - Ensayos y análisis técnicos,712001 - Actividades de plantas de revisión técnica para vehículos automotores
"M - Actividades profesionales, científicas y técnicas",712 - Ensayos y análisis técnicos,712009 - Otros servicios de ensayos y análisis técnicos (excepto actividades de plantas de revisión técnica)
"M - Actividades profesionales, científicas y técnicas",721 - Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,721000 - Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería y la ingeniería
"M - Actividades profesionales, científicas y técnicas",722 - Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,722000 - Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades las humanidades
"M - Actividades profesionales, científicas y técnicas",731 - Publicidad,731002 - Servicios de publicidad prestados por profesionales
"M - Actividades profesionales, científicas y técnicas",731 - Publicidad,731001 - Servicios de publicidad prestados por empresas
"M - Actividades profesionales, científicas y técnicas",732 - Estudios de mercado y encuestas de opinión pública,732000 - Estudios de mercado y encuestas de opinión pública
"M - Actividades profesionales, científicas y técnicas",741 - Actividades especializadas de diseño,741001 - Actividades de diseño de vestuario
"M - Actividades profesionales, científicas y técnicas",741 - Actividades especializadas de diseño,741002 - Actividades de diseño y decoración de interiores
"M - Actividades profesionales, científicas y técnicas",741 - Actividades especializadas de diseño,741009 - Otras actividades especializadas de diseño n.c.p.
"M - Actividades profesionales, científicas y técnicas",742 - Actividades de fotografía,742003 - Servicios personales de fotografía
"M - Actividades profesionales, científicas y técnicas",742 - Actividades de fotografía,"742001 - Servicios de revelado, impresión y ampliación de fotografías"
"M - Actividades profesionales, científicas y técnicas",742 - Actividades de fotografía,742002 - Servicios y actividades de fotografía
"M - Actividades profesionales, científicas y técnicas","749 - Otras actividades profesionales, científicas y técnicas n.c.p.",749002 - Servicios de traducción e interpretación prestados por empresas
"M - Actividades profesionales, científicas y técnicas","749 - Otras actividades profesionales, científicas y técnicas n.c.p.",749003 - Servicios personales de traducción e interpretación
"M - Actividades profesionales, científicas y técnicas","749 - Otras actividades profesionales, científicas y técnicas n.c.p.","749004 - Actividades de agencias y agentes de representación de actores, deportistas y otras figuras públicas"
"M - Actividades profesionales, científicas y técnicas","749 - Otras actividades profesionales, científicas y técnicas n.c.p.","749009 - Otras actividades profesionales, científicas y técnicas n.c.p."
"M - Actividades profesionales, científicas y técnicas","749 - Otras actividades profesionales, científicas y técnicas n.c.p.",749001 - Asesoría y gestión en la compra o venta de pequeñas y medianas empresas
"M - Actividades profesionales, científicas y técnicas",750 - Actividades veterinarias,750001 - Actividades de clínicas veterinarias
"M - Actividades profesionales, científicas y técnicas",750 - Actividades veterinarias,"750002 - Actividades de veterinarios, técnicos y otro personal auxiliar, prestados de forma independiente"
N - Actividades de servicios administrativos y de apoyo,771 - Alquiler y arrendamiento de vehículos automotores,771000 - Alquiler de vehículos automotores sin chofer
N - Actividades de servicios administrativos y de apoyo,772 - Alquiler y arrendamiento de efectos personales y enseres domésticos,772900 - Alquiler de otros efectos personales y enseres domésticos (incluye mobiliario para eventos)
N - Actividades de servicios administrativos y de apoyo,772 - Alquiler y arrendamiento de efectos personales y enseres domésticos,772100 - Alquiler y arrendamiento de equipo recreativo y deportivo
N - Actividades de servicios administrativos y de apoyo,772 - Alquiler y arrendamiento de efectos personales y enseres domésticos,772200 - Alquiler de cintas de video y discos
N - Actividades de servicios administrativos y de apoyo,"773 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles",773009 - Alquiler de otros tipos de maquinarias y equipos sin operario n.c.p.
N - Actividades de servicios administrativos y de apoyo,"773 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles","773001 - Alquiler de equipos de transporte sin operario, excepto vehículos automotores"
N - Actividades de servicios administrativos y de apoyo,"773 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles","773002 - Alquiler de maquinaria y equipo agropecuario, forestal, de construcción e ing. civil, sin operarios"
N - Actividades de servicios administrativos y de apoyo,"773 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles","773003 - Alquiler de maquinaria y equipo de oficina, sin operarios (sin servicio administrativo)"
N - Actividades de servicios administrativos y de apoyo,"774 - Arrendamiento de propiedad intelectual y similares, excepto obras protegidas por derechos de autor","774000 - Arrendamiento de propiedad intelectual y similares, excepto obras protegidas por derechos de autor derechos de autor"
N - Actividades de servicios administrativos y de apoyo,781 - Actividades de agencias de empleo,781000 - Actividades de agencias de empleo
N - Actividades de servicios administrativos y de apoyo,782 - Actividades de agencias de empleo temporal,782000 - Actividades de agencias de empleo temporal (incluye empresas de servicios transitorios)
N - Actividades de servicios administrativos y de apoyo,783 - Otras actividades de dotación de recursos humanos,783000 - Otras actividades de dotación de recursos humanos
N - Actividades de servicios administrativos y de apoyo,791 - Actividades de agencias de viajes y operadores turísticos,791100 - Actividades de agencias de viajes
N - Actividades de servicios administrativos y de apoyo,791 - Actividades de agencias de viajes y operadores turísticos,791200 - Actividades de operadores turísticos
N - Actividades de servicios administrativos y de apoyo,799 - Otros servicios de reservas y actividades conexas,"799000 - Otros servicios de reservas y actividades conexas (incluye venta de entradas para teatro, y otros)"
N - Actividades de servicios administrativos y de apoyo,801 - Actividades de seguridad privada,801003 - Servicios de seguridad privada prestados por independientes
N - Actividades de servicios administrativos y de apoyo,801 - Actividades de seguridad privada,801002 - Servicio de transporte de valores en vehículos blindados
N - Actividades de servicios administrativos y de apoyo,801 - Actividades de seguridad privada,801001 - Servicios de seguridad privada prestados por empresas
N - Actividades de servicios administrativos y de apoyo,802 - Actividades de servicios de sistemas de seguridad,802000 - Actividades de servicios de sistemas de seguridad (incluye servicios de cerrajería)
N - Actividades de servicios administrativos y de apoyo,803 - Actividades de investigación,803000 - Actividades de investigación (incluye actividades de investigadores y detectives privados)
N - Actividades de servicios administrativos y de apoyo,811 - Actividades combinadas de apoyo a instalaciones,811000 - Actividades combinadas de apoyo a instalaciones
N - Actividades de servicios administrativos y de apoyo,812 - Actividades de limpieza,812100 - Limpieza general de edificios
N - Actividades de servicios administrativos y de apoyo,812 - Actividades de limpieza,812909 - Otras actividades de limpieza de edificios e instalaciones industriales n.c.p.
N - Actividades de servicios administrativos y de apoyo,812 - Actividades de limpieza,"812901 - Desratización, desinfección y exterminio de plagas no agrícolas"
N - Actividades de servicios administrativos y de apoyo,813 - Actividades de paisajismo y servicios de mantenimiento conexos,"813000 - Actividades de paisajismo, servicios de jardinería y servicios conexos"
N - Actividades de servicios administrativos y de apoyo,821 - Actividades administrativas y de apoyo de oficina,821100 - Actividades combinadas de servicios administrativos de oficina
N - Actividades de servicios administrativos y de apoyo,821 - Actividades administrativas y de apoyo de oficina,"821900 - Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina"
N - Actividades de servicios administrativos y de apoyo,822 - Actividades de call-center,822000 - Actividades de call-center
N - Actividades de servicios administrativos y de apoyo,823 - Organización de convenciones y exposiciones comerciales,823000 - Organización de convenciones y exposiciones comerciales
N - Actividades de servicios administrativos y de apoyo,829 - Actividades de servicios de apoyo a las empresas n.c.p.,829200 - Actividades de envasado y empaquetado
N - Actividades de servicios administrativos y de apoyo,829 - Actividades de servicios de apoyo a las empresas n.c.p.,829900 - Otras actividades de servicios de apoyo a las empresas n.c.p.
N - Actividades de servicios administrativos y de apoyo,829 - Actividades de servicios de apoyo a las empresas n.c.p.,829120 - Actividades de agencias de calificación crediticia
N - Actividades de servicios administrativos y de apoyo,829 - Actividades de servicios de apoyo a las empresas n.c.p.,829110 - Actividades de agencias de cobro
O - Administración pública y defensa; planes de seguridad social de afiliación obligatoria,841 - Administración del estado y aplicación de la política económica y social de la comunidad,841100 - Actividades de la administración pública en general
O - Administración pública y defensa; planes de seguridad social de afiliación obligatoria,841 - Administración del estado y aplicación de la política económica y social de la comunidad,"841200 - Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales"
O - Administración pública y defensa; planes de seguridad social de afiliación obligatoria,841 - Administración del estado y aplicación de la política económica y social de la comunidad,841300 - Regulación y facilitación de la actividad económica
O - Administración pública y defensa; planes de seguridad social de afiliación obligatoria,842 - Prestación de servicios a la comunidad en general,842300 - Actividades de mantenimiento del orden público y de seguridad
O - Administración pública y defensa; planes de seguridad social de afiliación obligatoria,842 - Prestación de servicios a la comunidad en general,842200 - Actividades de defensa
O - Administración pública y defensa; planes de seguridad social de afiliación obligatoria,842 - Prestación de servicios a la comunidad en general,842100 - Relaciones exteriores
O - Administración pública y defensa; planes de seguridad social de afiliación obligatoria,843 - Actividades de planes de seguridad social de afiliación obligatoria,843090 - Otros planes de seguridad social de afiliación obligatoria n.c.p.
P - Enseñanza,"850 - Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional","850012 - Enseñanza primaria, secundaria científico humanista y técnico profesional pública"
P - Enseñanza,"850 - Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional","850022 - Enseñanza primaria, secundaria científico humanista y técnico profesional privada"
P - Enseñanza,"850 - Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional",850021 - Enseñanza preescolar privada
P - Enseñanza,"850 - Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional",850011 - Enseñanza preescolar pública
P - Enseñanza,853 - Enseñanza superior,853110 - Enseñanza superior en universidades públicas
P - Enseñanza,853 - Enseñanza superior,853201 - Enseñanza superior en institutos profesionales
P - Enseñanza,853 - Enseñanza superior,853120 - Enseñanza superior en universidades privadas
P - Enseñanza,853 - Enseñanza superior,853202 - Enseñanza superior en centros de formación técnica
P - Enseñanza,854 - Otros tipos de enseñanza,854901 - Enseñanza preuniversitaria
P - Enseñanza,854 - Otros tipos de enseñanza,854902 - Servicios personales de educación
P - Enseñanza,854 - Otros tipos de enseñanza,854100 - Enseñanza deportiva y recreativa
P - Enseñanza,854 - Otros tipos de enseñanza,854909 - Otros tipos de enseñanza n.c.p.
P - Enseñanza,854 - Otros tipos de enseñanza,854200 - Enseñanza cultural
P - Enseñanza,855 - Actividades de apoyo a la enseñanza,855000 - Actividades de apoyo a la enseñanza
Q - Actividades de atención de la salud humana y de asistencia social,861 - Actividades de hospitales públicos y privados,861020 - Actividades de hospitales y clínicas privadas
Q - Actividades de atención de la salud humana y de asistencia social,861 - Actividades de hospitales públicos y privados,861010 - Actividades de hospitales y clínicas públicas
Q - Actividades de atención de la salud humana y de asistencia social,862 - Actividades de médicos y odontólogos,862010 - Actividades de centros de salud municipalizados (servicios de salud pública)
Q - Actividades de atención de la salud humana y de asistencia social,862 - Actividades de médicos y odontólogos,862022 - Centros de atención odontológica privados (establecimientos de atención ambulatoria)
Q - Actividades de atención de la salud humana y de asistencia social,862 - Actividades de médicos y odontólogos,862031 - Servicios de médicos prestados de forma independiente
Q - Actividades de atención de la salud humana y de asistencia social,862 - Actividades de médicos y odontólogos,862032 - Servicios de odontólogos prestados de forma independiente
Q - Actividades de atención de la salud humana y de asistencia social,862 - Actividades de médicos y odontólogos,862021 - Centros médicos privados (establecimientos de atención ambulatoria)
Q - Actividades de atención de la salud humana y de asistencia social,869 - Otras actividades de atención de la salud humana,869092 - Servicios prestados de forma independiente por otros profesionales de la salud
Q - Actividades de atención de la salud humana y de asistencia social,869 - Otras actividades de atención de la salud humana,869091 - Otros servicios de atención de la salud humana prestados por empresas
Q - Actividades de atención de la salud humana y de asistencia social,869 - Otras actividades de atención de la salud humana,869010 - Actividades de laboratorios clínicos y bancos de sangre
Q - Actividades de atención de la salud humana y de asistencia social,871 - Actividades de atención de enfermería en instituciones,871000 - Actividades de atención de enfermería en instituciones
Q - Actividades de atención de la salud humana y de asistencia social,872 - Actividades de atención en instituciones para personas con discapacidad mental y toxicómanos,872000 - Actividades de atención en instituciones para personas con discapacidad mental y toxicómanos toxicómanos
Q - Actividades de atención de la salud humana y de asistencia social,873 - Actividades de atención en instituciones para personas de edad y personas con discapacidad,873000 - Actividades de atención en instituciones para personas de edad y personas con discapacidad física
Q - Actividades de atención de la salud humana y de asistencia social,879 - Otras actividades de atención en instituciones,879000 - Otras actividades de atención en instituciones
Q - Actividades de atención de la salud humana y de asistencia social,881 - Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad,881000 - Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad
Q - Actividades de atención de la salud humana y de asistencia social,889 - Otras actividades de asistencia social sin alojamiento,889000 - Otras actividades de asistencia social sin alojamiento
"R - Actividades artísticas, de entretenimiento y recreativas","900 - Actividades creativas, artísticas y de entretenimiento","900001 - Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas"
"R - Actividades artísticas, de entretenimiento y recreativas","900 - Actividades creativas, artísticas y de entretenimiento","900009 - Otras actividades creativas, artísticas y de entretenimiento n.c.p."
"R - Actividades artísticas, de entretenimiento y recreativas","900 - Actividades creativas, artísticas y de entretenimiento",900004 - Servicios prestados por periodistas independientes
"R - Actividades artísticas, de entretenimiento y recreativas","900 - Actividades creativas, artísticas y de entretenimiento","900003 - Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros"
"R - Actividades artísticas, de entretenimiento y recreativas","900 - Actividades creativas, artísticas y de entretenimiento","900002 - Actividades artísticas realizadas por bandas de música, compañías de teatro, circenses y similares"
"R - Actividades artísticas, de entretenimiento y recreativas","910 - Actividades de bibliotecas, archivos y museos y otras actividades culturales",910100 - Actividades de bibliotecas y archivos
"R - Actividades artísticas, de entretenimiento y recreativas","910 - Actividades de bibliotecas, archivos y museos y otras actividades culturales","910300 - Actividades de jardines botánicos, zoológicos y reservas naturales"
"R - Actividades artísticas, de entretenimiento y recreativas","910 - Actividades de bibliotecas, archivos y museos y otras actividades culturales","910200 - Actividades de museos, gestión de lugares y edificios históricos"
"R - Actividades artísticas, de entretenimiento y recreativas",920 - Actividades de juegos de azar y apuestas,920010 - Actividades de casinos de juegos
"R - Actividades artísticas, de entretenimiento y recreativas",920 - Actividades de juegos de azar y apuestas,920090 - Otras actividades de juegos de azar y apuestas n.c.p.
"R - Actividades artísticas, de entretenimiento y recreativas",931 - Actividades deportivas,931209 - Actividades de otros clubes deportivos n.c.p.
"R - Actividades artísticas, de entretenimiento y recreativas",931 - Actividades deportivas,931201 - Actividades de clubes de futbol amateur y profesional
"R - Actividades artísticas, de entretenimiento y recreativas",931 - Actividades deportivas,931109 - Gestión de otras instalaciones deportivas n.c.p.
"R - Actividades artísticas, de entretenimiento y recreativas",931 - Actividades deportivas,931101 - Hipódromos
"R - Actividades artísticas, de entretenimiento y recreativas",931 - Actividades deportivas,931901 - Promoción y organización de competencias deportivas
"R - Actividades artísticas, de entretenimiento y recreativas",931 - Actividades deportivas,931909 - Otras actividades deportivas n.c.p.
"R - Actividades artísticas, de entretenimiento y recreativas",931 - Actividades deportivas,931102 - Gestión de salas de billar; gestión de salas de bolos (bowling)
"R - Actividades artísticas, de entretenimiento y recreativas",932 - Otras actividades de esparcimiento y recreativas,932909 - Otras actividades de esparcimiento y recreativas n.c.p.
"R - Actividades artísticas, de entretenimiento y recreativas",932 - Otras actividades de esparcimiento y recreativas,932901 - Gestión de salas de pool; gestión (explotación) de juegos electrónicos
"R - Actividades artísticas, de entretenimiento y recreativas",932 - Otras actividades de esparcimiento y recreativas,932100 - Actividades de parques de atracciones y parques temáticos
S - Otras actividades de servicios,"941 - Actividades de asociaciones empresariales, profesionales y de empleadores",941100 - Actividades de asociaciones empresariales y de empleadores
S - Otras actividades de servicios,"941 - Actividades de asociaciones empresariales, profesionales y de empleadores",941200 - Actividades de asociaciones profesionales
S - Otras actividades de servicios,942 - Actividades de sindicatos,942000 - Actividades de sindicatos
S - Otras actividades de servicios,949 - Actividades de otras asociaciones,949902 - Actividades de clubes sociales
S - Otras actividades de servicios,949 - Actividades de otras asociaciones,949903 - Fundaciones y corporaciones; asociaciones que promueven actividades culturales o recreativas
S - Otras actividades de servicios,949 - Actividades de otras asociaciones,949904 - Consejo de administración de edificios y condominios
S - Otras actividades de servicios,949 - Actividades de otras asociaciones,949909 - Actividades de otras asociaciones n.c.p.
S - Otras actividades de servicios,949 - Actividades de otras asociaciones,949100 - Actividades de organizaciones religiosas
S - Otras actividades de servicios,949 - Actividades de otras asociaciones,949200 - Actividades de organizaciones políticas
S - Otras actividades de servicios,949 - Actividades de otras asociaciones,949901 - Actividades de centros de madres
S - Otras actividades de servicios,951 - Reparación de computadores y equipo de comunicaciones,951100 - Reparación de computadores y equipo periférico
S - Otras actividades de servicios,951 - Reparación de computadores y equipo de comunicaciones,951200 - Reparación de equipo de comunicaciones (incluye la reparación teléfonos celulares)
S - Otras actividades de servicios,952 - Reparación de efectos personales y enseres domésticos,"952200 - Reparación de aparatos de uso doméstico, equipo doméstico y de jardinería"
S - Otras actividades de servicios,952 - Reparación de efectos personales y enseres domésticos,952300 - Reparación de calzado y de artículos de cuero
S - Otras actividades de servicios,952 - Reparación de efectos personales y enseres domésticos,952400 - Reparación de muebles y accesorios domésticos
S - Otras actividades de servicios,952 - Reparación de efectos personales y enseres domésticos,952900 - Reparación de otros efectos personales y enseres domésticos
S - Otras actividades de servicios,952 - Reparación de efectos personales y enseres domésticos,952100 - Reparación de aparatos electrónicos de consumo (incluye aparatos de televisión y radio)
S - Otras actividades de servicios,960 - Otras actividades de servicios personales,960310 - Servicios funerarios
S - Otras actividades de servicios,960 - Otras actividades de servicios personales,"960901 - Servicios de adiestramiento, guardería, peluquería, paseo de mascotas (excepto act. veterinarias)"
S - Otras actividades de servicios,960 - Otras actividades de servicios personales,960320 - Servicios de cementerios
S - Otras actividades de servicios,960 - Otras actividades de servicios personales,960200 - Peluquería y otros tratamientos de belleza
S - Otras actividades de servicios,960 - Otras actividades de servicios personales,"960100 - Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel"
S - Otras actividades de servicios,960 - Otras actividades de servicios personales,960909 - Otras actividades de servicios personales n.c.p.
S - Otras actividades de servicios,960 - Otras actividades de servicios personales,"960902 - Actividades de salones de masajes, baños turcos, saunas, servicio de baños públicos"
T - Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares,970 - Actividades de los hogares como empleadores de personal doméstico,970000 - Actividades de los hogares como empleadores de personal doméstico
U - Actividades de organizaciones y órganos extraterritoriales,990 - Actividades de organizaciones y órganos extraterritoriales,990000 - Actividades de organizaciones y órganos extraterritoriales
Sin información,Sin información,Sin información
